1483848428492935179,2022-01-19 17:06:48,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,America,44,467
1483914376352522247,2022-01-19 21:28:51,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,,0,0
1483917037768478720,2022-01-19 21:39:26,my entire life since march 2020 has been directed by a hyperproductive adrenaline rush that i still haven't come down from,,0,3
1483985127885750272,2022-01-20 02:10:00,Joshua Wong's sentence for participating in a banned June 4 vigil in 2020 has been reduced by two months.,,0,0
1484004832314900481,2022-01-20 03:28:18,2020 has been a magical day so far...,London ON,0,0
1484146362031775749,2022-01-20 12:50:41,2020 has been everyone taking turns consoling each other as we lose our grandparents and childhood pets.,,0,0
1484203509696315400,2022-01-20 16:37:46,So the bad news is I have covid. The good news is my stockpile of Gatorade from March 2020 has been waiting for this moment,,0,26
1484292785889251329,2022-01-20 22:32:31,Every single travel plan I’ve made since 2020 has been cancelled due to unforeseen changes to hard borders 🙃,"Sydney, New South Wales",0,0
1484320654727909376,2022-01-21 00:23:16,"Ok, sir, u go viral on Thai Twitter &amp; elsewhere every other day.

Also, the #1 country streaming your solo music the most on YouTube &amp; Spotify since you debuted as a soloist on Nov. 30th, 2020 has been the USA. 

Plus, u have more international fans than Korean fans. #카이버블",USA,2,4
1484333848775127041,2022-01-21 01:15:41,"burst into tears and began to cry 
2020 has been full of lies",Los Angeles ,0,0
1484480914558177281,2022-01-21 11:00:05,"In 85 minutes from 2 to 7 EST, Tomorrow, I will add the surgery emergency list of my mental health restrictions as part of the #NationalPTSDAwarenessWeek, which is going to be sad and stressful to all of my mothers this morning. 2020 has been a dream come to me. It will be mean.",The Internet,0,0
1484593227118223360,2022-01-21 18:26:22,The rollercoaster ride in the market since March of 2020 has been insane… Lovin it…,The Moon,0,8
1484689195452932096,2022-01-22 00:47:43,"It's a Friday, January 2022, and I have submitted 2 more librarian positions. The ongoing instability of employment in public libraries since I graduated in May 2020 has been soul-crushing to put it mildly, but I hope you will join me in my reckless optimism for both positions!!",,0,20
1484808026989412353,2022-01-22 08:39:54,I really want to be able to think about anything other than omicron. As a disabled person 2020 has been the longest year,"Whangārei, Aotearoa (NZ)",4,147
1484963884230320130,2022-01-22 18:59:13,"Still pissed off that a nat’l &amp; int’l outpouring of anti-racism protests in Summer 2020 has been memory-holed as “riots” and its legacy is old white guys sneering at the term “woke.” 

Goddamn, that was beautiful at the time.",,0,0
1485006177213812737,2022-01-22 21:47:17,"Feels like 2020 has been going on for years, wild",,0,1
1485062414689308673,2022-01-23 01:30:45,Lol yeah 2019-2020 has been my goal 😈.,,0,0
1485268338423083015,2022-01-23 15:09:01,Please tell people that @mism_2020 has been permanently suspended but @mism_2021 is alive 🤣,,54,72
1485337189898674177,2022-01-23 19:42:36,every purchase I’ve made since March 2020 has been an impulse purchase :),"london, england",2,10
1485419537306689538,2022-01-24 01:09:50,Does anyone know if protospiel Milwaukee is coming back this year? Website still just says that 2020 has been canceled.,"Illinois, USA",0,0
1485423640741044224,2022-01-24 01:26:08,The City of Austin should raise the City’s minimum wage for its own employees this year to cover the rise in inflation since 2018 and to remain competitive in the current labor shortage. It is currently 15.00 per hour. Inflation since 2020 has been 8.2 percent. @PaigeForAustin,Austin,0,0
1485466602401406980,2022-01-24 04:16:51,"I don’t think the extent of the damage of 2020 has been fully understood, because everyone was inside the whole year and it was also a presidential election year, everyone was super online super into politics in this horrible way that hadn’t really ever happened before",,0,10
1485535320104136705,2022-01-24 08:49:54,Every January since 2020 has been a chaotic one for me,,0,1
1485576716202430466,2022-01-24 11:34:24,"The referee(Maguette Ndiaye) in charge of Nigeria Vs Tunisia messed with Nigerians big time. His last post on Instagram since August 2020 has been bombarded with rants.
I am sure the man doesn't even remember his log in 😂🤣😂🤣😂🤣😂
#AFCON #AFCON2021",Lagos,0,1
1485681498145673217,2022-01-24 18:30:46,Concert I had originally scheduled for March 2020 has been rescheduled for a 3rd time.  Date TBD. Maybe 2023.,"Richmond, VA",0,3
1485684120680288268,2022-01-24 18:41:11,2020 has been the longest year,"Aarhus, Denmark",0,10
1485695416859561987,2022-01-24 19:26:04,Breaking news: #SueGray has confirmed that no evidence of parties being held on the either 30th feb or 31st june 2020 has been found.,"Slough,UK,the Universe ",0,0
1485740219680837637,2022-01-24 22:24:06,"Serious question _ when is the last time anyone saw Donald Trump Jr when he wasn't high? Every single public appearance, tweet, or interview with him since Nov. 2020 has been an escalating shitshow of addiction. No one can do that much coke for long and survive; it will kill you.","Edinburgh, Scotland",0,2
1485751203858423812,2022-01-24 23:07:45,Figuring out how to test for @ServSafe after purchasing the exam and studying materials in 2020 has been quite exhausting. It is not convenient for business owners nor is it flexible for different computer users.,,0,0
1485899589303558145,2022-01-25 08:57:23,"Topped up to bring my average down, should see £1 again in next few weeks.  #ARB 2020 has been shite all round!! BUT this is bargain territory!!",England,1,4
1486034899010211840,2022-01-25 17:55:03,One thing about working throughout the pandemic....my number of meetings per day since 2020 has been crazy.  I was busy and in meetings before don't get me wrong.  But these days I feel like 90% of my life is spent on zoom.  Is it just me??  #workplace #leader #introvert,"Dallas, TX",0,0
1486077189439295492,2022-01-25 20:43:06,2020 has been a very Gonna pop half an addy,fflavortown,0,0
1483380226092675077,2022-01-18 10:06:20,"#پاکستان_بدلنا_ہے_تو_نظام_بدلو
@SyedRahmanAhmed

last year in two categories, Rule of Law Index and Varieties of Democracy, due to which Pakistan’s score in CPI 2020 has been reduced by one.","Karachi, Pakistan",3,2
1483388754786013184,2022-01-18 10:40:13,"The country has also scored less than last year in two categories, Rule of Law Index and Varieties of Democracy, due to which Pakistan’s score in CPI 2020 has been reduced by one.
@GURU11JI
@TeamiPians
#پاکستان_بدلنا_ہے_تو_نظام_بدلو","Peshawar, Pakistan",8,1
1483409640452988928,2022-01-18 12:03:13,"The trial of Piers Corbyn and two others over a series of anti-lockdown protests in 2020 has been put back until May. 

The trial - set to be a test of the Met Police use of Covid restrictions - was due to be heard from today but has been delayed to allow further case preparation",London,1,1
1483477016368328704,2022-01-18 16:30:57,Nine-year NBA veteran Chandler Parsons has retired from basketball and his lawsuit from career-ending injuries via car accident in January 2020 has been settled for a substantial amount.,"Chicago, IL",1125,11169
1483513949039603713,2022-01-18 18:57:42,"My first full length project released late 2020 has been surpassed in streams by my new project released late 2021 in the space of 2 months

Progress",,0,0
1483558093405540358,2022-01-18 21:53:07,"I'm just gonna say it.
Every match Edge has had since his return in 2020 has been better than CM Punk's matches since his return last year.","Queens, NY",1,3
1483608673666875394,2022-01-19 01:14:06,"In many respects, 2020 has been an unforgettable year for investors, as stocks began to fall rapidly in February and March, but then rebounded sharply and set new records in the following months. Multiple all-time highs. Enter... #HesIntoHerSeason2 👇👇👇",,0,0
1483630170057494529,2022-01-19 02:39:31,you know 2020 has been a long year when it's 2022 and you're in bed listening to the lonesome crowded west crying like a sloppy little freak,,0,0
1483643395801325568,2022-01-19 03:32:04,So far 2020 has been a shitty ass year,,0,2
1483819673049255939,2022-01-19 15:12:32,"Just heard a friend has covid again, it was his wife who nearly died in 2020 &amp; has been left with serious mental &amp; physical problems, just pray that she’s not reinfected",England,0,1
1483833252745920512,2022-01-19 16:06:30,Every proposal I have submitted since 2020 has been rejected.  (Another went out today.) How long have you gone without some kind of acceptance?  Tell me your horror stories #AcademicTwitter,,0,0
1483848428492935179,2022-01-19 17:06:48,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,America,44,467
1483914376352522247,2022-01-19 21:28:51,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,,0,0
1483917037768478720,2022-01-19 21:39:26,my entire life since march 2020 has been directed by a hyperproductive adrenaline rush that i still haven't come down from,,0,3
1483985127885750272,2022-01-20 02:10:00,Joshua Wong's sentence for participating in a banned June 4 vigil in 2020 has been reduced by two months.,,0,0
1484004832314900481,2022-01-20 03:28:18,2020 has been a magical day so far...,London ON,0,0
1484146362031775749,2022-01-20 12:50:41,2020 has been everyone taking turns consoling each other as we lose our grandparents and childhood pets.,,0,0
1484203509696315400,2022-01-20 16:37:46,So the bad news is I have covid. The good news is my stockpile of Gatorade from March 2020 has been waiting for this moment,,0,26
1484292785889251329,2022-01-20 22:32:31,Every single travel plan I’ve made since 2020 has been cancelled due to unforeseen changes to hard borders 🙃,"Sydney, New South Wales",0,0
1484320654727909376,2022-01-21 00:23:16,"Ok, sir, u go viral on Thai Twitter &amp; elsewhere every other day.

Also, the #1 country streaming your solo music the most on YouTube &amp; Spotify since you debuted as a soloist on Nov. 30th, 2020 has been the USA. 

Plus, u have more international fans than Korean fans. #카이버블",USA,2,4
1484333848775127041,2022-01-21 01:15:41,"burst into tears and began to cry 
2020 has been full of lies",Los Angeles ,0,0
1484480914558177281,2022-01-21 11:00:05,"In 85 minutes from 2 to 7 EST, Tomorrow, I will add the surgery emergency list of my mental health restrictions as part of the #NationalPTSDAwarenessWeek, which is going to be sad and stressful to all of my mothers this morning. 2020 has been a dream come to me. It will be mean.",The Internet,0,0
1484593227118223360,2022-01-21 18:26:22,The rollercoaster ride in the market since March of 2020 has been insane… Lovin it…,The Moon,0,8
1484689195452932096,2022-01-22 00:47:43,"It's a Friday, January 2022, and I have submitted 2 more librarian positions. The ongoing instability of employment in public libraries since I graduated in May 2020 has been soul-crushing to put it mildly, but I hope you will join me in my reckless optimism for both positions!!",,0,20
1484808026989412353,2022-01-22 08:39:54,I really want to be able to think about anything other than omicron. As a disabled person 2020 has been the longest year,"Whangārei, Aotearoa (NZ)",4,147
1484963884230320130,2022-01-22 18:59:13,"Still pissed off that a nat’l &amp; int’l outpouring of anti-racism protests in Summer 2020 has been memory-holed as “riots” and its legacy is old white guys sneering at the term “woke.” 

Goddamn, that was beautiful at the time.",,0,0
1485006177213812737,2022-01-22 21:47:17,"Feels like 2020 has been going on for years, wild",,0,1
1485062414689308673,2022-01-23 01:30:45,Lol yeah 2019-2020 has been my goal 😈.,,0,0
1485268338423083015,2022-01-23 15:09:01,Please tell people that @mism_2020 has been permanently suspended but @mism_2021 is alive 🤣,,54,72
1485337189898674177,2022-01-23 19:42:36,every purchase I’ve made since March 2020 has been an impulse purchase :),"london, england",2,10
1485419537306689538,2022-01-24 01:09:50,Does anyone know if protospiel Milwaukee is coming back this year? Website still just says that 2020 has been canceled.,"Illinois, USA",0,0
1485423640741044224,2022-01-24 01:26:08,The City of Austin should raise the City’s minimum wage for its own employees this year to cover the rise in inflation since 2018 and to remain competitive in the current labor shortage. It is currently 15.00 per hour. Inflation since 2020 has been 8.2 percent. @PaigeForAustin,Austin,0,0
1485466602401406980,2022-01-24 04:16:51,"I don’t think the extent of the damage of 2020 has been fully understood, because everyone was inside the whole year and it was also a presidential election year, everyone was super online super into politics in this horrible way that hadn’t really ever happened before",,0,10
1485535320104136705,2022-01-24 08:49:54,Every January since 2020 has been a chaotic one for me,,0,1
1485576716202430466,2022-01-24 11:34:24,"The referee(Maguette Ndiaye) in charge of Nigeria Vs Tunisia messed with Nigerians big time. His last post on Instagram since August 2020 has been bombarded with rants.
I am sure the man doesn't even remember his log in 😂🤣😂🤣😂🤣😂
#AFCON #AFCON2021",Lagos,0,1
1485681498145673217,2022-01-24 18:30:46,Concert I had originally scheduled for March 2020 has been rescheduled for a 3rd time.  Date TBD. Maybe 2023.,"Richmond, VA",0,3
1485684120680288268,2022-01-24 18:41:11,2020 has been the longest year,"Aarhus, Denmark",0,10
1485695416859561987,2022-01-24 19:26:04,Breaking news: #SueGray has confirmed that no evidence of parties being held on the either 30th feb or 31st june 2020 has been found.,"Slough,UK,the Universe ",0,0
1485740219680837637,2022-01-24 22:24:06,"Serious question _ when is the last time anyone saw Donald Trump Jr when he wasn't high? Every single public appearance, tweet, or interview with him since Nov. 2020 has been an escalating shitshow of addiction. No one can do that much coke for long and survive; it will kill you.","Edinburgh, Scotland",0,2
1485751203858423812,2022-01-24 23:07:45,Figuring out how to test for @ServSafe after purchasing the exam and studying materials in 2020 has been quite exhausting. It is not convenient for business owners nor is it flexible for different computer users.,,0,0
1485899589303558145,2022-01-25 08:57:23,"Topped up to bring my average down, should see £1 again in next few weeks.  #ARB 2020 has been shite all round!! BUT this is bargain territory!!",England,1,4
1486034899010211840,2022-01-25 17:55:03,One thing about working throughout the pandemic....my number of meetings per day since 2020 has been crazy.  I was busy and in meetings before don't get me wrong.  But these days I feel like 90% of my life is spent on zoom.  Is it just me??  #workplace #leader #introvert,"Dallas, TX",0,0
1486077189439295492,2022-01-25 20:43:06,2020 has been a very Gonna pop half an addy,fflavortown,0,0
1483162523050610690,2022-01-17 19:41:15,my favourite pastime since 2020 has been crying over deceased fictional malewives in media,,0,4
1483204766889095168,2022-01-17 22:29:07,"#پاکستان_بدلنا_ہے_تو_نظام_بدلو
@SyedRahmanAhmed

The country has also scored less than last year in two categories, Rule of Law Index and Varieties of Democracy, due to which Pakistan’s score in CPI 2020 has been reduced by one...","Karachi, Pakistan",4,2
1483222631394557959,2022-01-17 23:40:06,"Another negative COVID-19 test. Every test I've taken since 2020 has been negative. 

I'm not a close-talker and my aloofness naturally gives me social distance.","St. Louis, Missouri",0,22
1483380226092675077,2022-01-18 10:06:20,"#پاکستان_بدلنا_ہے_تو_نظام_بدلو
@SyedRahmanAhmed

last year in two categories, Rule of Law Index and Varieties of Democracy, due to which Pakistan’s score in CPI 2020 has been reduced by one.","Karachi, Pakistan",3,2
1483388754786013184,2022-01-18 10:40:13,"The country has also scored less than last year in two categories, Rule of Law Index and Varieties of Democracy, due to which Pakistan’s score in CPI 2020 has been reduced by one.
@GURU11JI
@TeamiPians
#پاکستان_بدلنا_ہے_تو_نظام_بدلو","Peshawar, Pakistan",8,1
1483409640452988928,2022-01-18 12:03:13,"The trial of Piers Corbyn and two others over a series of anti-lockdown protests in 2020 has been put back until May. 

The trial - set to be a test of the Met Police use of Covid restrictions - was due to be heard from today but has been delayed to allow further case preparation",London,1,1
1483477016368328704,2022-01-18 16:30:57,Nine-year NBA veteran Chandler Parsons has retired from basketball and his lawsuit from career-ending injuries via car accident in January 2020 has been settled for a substantial amount.,"Chicago, IL",1125,11170
1483513949039603713,2022-01-18 18:57:42,"My first full length project released late 2020 has been surpassed in streams by my new project released late 2021 in the space of 2 months

Progress",,0,0
1483558093405540358,2022-01-18 21:53:07,"I'm just gonna say it.
Every match Edge has had since his return in 2020 has been better than CM Punk's matches since his return last year.","Queens, NY",1,3
1483608673666875394,2022-01-19 01:14:06,"In many respects, 2020 has been an unforgettable year for investors, as stocks began to fall rapidly in February and March, but then rebounded sharply and set new records in the following months. Multiple all-time highs. Enter... #HesIntoHerSeason2 👇👇👇",,0,0
1483630170057494529,2022-01-19 02:39:31,you know 2020 has been a long year when it's 2022 and you're in bed listening to the lonesome crowded west crying like a sloppy little freak,,0,0
1483643395801325568,2022-01-19 03:32:04,So far 2020 has been a shitty ass year,,0,2
1483819673049255939,2022-01-19 15:12:32,"Just heard a friend has covid again, it was his wife who nearly died in 2020 &amp; has been left with serious mental &amp; physical problems, just pray that she’s not reinfected",England,0,1
1483833252745920512,2022-01-19 16:06:30,Every proposal I have submitted since 2020 has been rejected.  (Another went out today.) How long have you gone without some kind of acceptance?  Tell me your horror stories #AcademicTwitter,,0,0
1483848428492935179,2022-01-19 17:06:48,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,America,44,467
1483914376352522247,2022-01-19 21:28:51,It's amazing how every year since 2020 has been topping itself. Maybe we are making history and don't even realize it yet.,,0,0
1483917037768478720,2022-01-19 21:39:26,my entire life since march 2020 has been directed by a hyperproductive adrenaline rush that i still haven't come down from,,0,3
1483985127885750272,2022-01-20 02:10:00,Joshua Wong's sentence for participating in a banned June 4 vigil in 2020 has been reduced by two months.,,0,0
1484004832314900481,2022-01-20 03:28:18,2020 has been a magical day so far...,London ON,0,0
1484146362031775749,2022-01-20 12:50:41,2020 has been everyone taking turns consoling each other as we lose our grandparents and childhood pets.,,0,0
1484203509696315400,2022-01-20 16:37:46,So the bad news is I have covid. The good news is my stockpile of Gatorade from March 2020 has been waiting for this moment,,0,26
1484292785889251329,2022-01-20 22:32:31,Every single travel plan I’ve made since 2020 has been cancelled due to unforeseen changes to hard borders 🙃,"Sydney, New South Wales",0,0
1484320654727909376,2022-01-21 00:23:16,"Ok, sir, u go viral on Thai Twitter &amp; elsewhere every other day.

Also, the #1 country streaming your solo music the most on YouTube &amp; Spotify since you debuted as a soloist on Nov. 30th, 2020 has been the USA. 

Plus, u have more international fans than Korean fans. #카이버블",USA,2,4
1484333848775127041,2022-01-21 01:15:41,"burst into tears and began to cry 
2020 has been full of lies",Los Angeles ,0,0
1484480914558177281,2022-01-21 11:00:05,"In 85 minutes from 2 to 7 EST, Tomorrow, I will add the surgery emergency list of my mental health restrictions as part of the #NationalPTSDAwarenessWeek, which is going to be sad and stressful to all of my mothers this morning. 2020 has been a dream come to me. It will be mean.",The Internet,0,0
1484593227118223360,2022-01-21 18:26:22,The rollercoaster ride in the market since March of 2020 has been insane… Lovin it…,The Moon,0,8
1484689195452932096,2022-01-22 00:47:43,"It's a Friday, January 2022, and I have submitted 2 more librarian positions. The ongoing instability of employment in public libraries since I graduated in May 2020 has been soul-crushing to put it mildly, but I hope you will join me in my reckless optimism for both positions!!",,0,20
1484808026989412353,2022-01-22 08:39:54,I really want to be able to think about anything other than omicron. As a disabled person 2020 has been the longest year,"Whangārei, Aotearoa (NZ)",4,147
1484963884230320130,2022-01-22 18:59:13,"Still pissed off that a nat’l &amp; int’l outpouring of anti-racism protests in Summer 2020 has been memory-holed as “riots” and its legacy is old white guys sneering at the term “woke.” 

Goddamn, that was beautiful at the time.",,0,0
1485006177213812737,2022-01-22 21:47:17,"Feels like 2020 has been going on for years, wild",,0,1
1485062414689308673,2022-01-23 01:30:45,Lol yeah 2019-2020 has been my goal 😈.,,0,0
1485268338423083015,2022-01-23 15:09:01,Please tell people that @mism_2020 has been permanently suspended but @mism_2021 is alive 🤣,,54,72
1485337189898674177,2022-01-23 19:42:36,every purchase I’ve made since March 2020 has been an impulse purchase :),"london, england",2,10
1485419537306689538,2022-01-24 01:09:50,Does anyone know if protospiel Milwaukee is coming back this year? Website still just says that 2020 has been canceled.,"Illinois, USA",0,0
1485423640741044224,2022-01-24 01:26:08,The City of Austin should raise the City’s minimum wage for its own employees this year to cover the rise in inflation since 2018 and to remain competitive in the current labor shortage. It is currently 15.00 per hour. Inflation since 2020 has been 8.2 percent. @PaigeForAustin,Austin,0,0
1485466602401406980,2022-01-24 04:16:51,"I don’t think the extent of the damage of 2020 has been fully understood, because everyone was inside the whole year and it was also a presidential election year, everyone was super online super into politics in this horrible way that hadn’t really ever happened before",,0,10
1485535320104136705,2022-01-24 08:49:54,Every January since 2020 has been a chaotic one for me,,0,1
1485576716202430466,2022-01-24 11:34:24,"The referee(Maguette Ndiaye) in charge of Nigeria Vs Tunisia messed with Nigerians big time. His last post on Instagram since August 2020 has been bombarded with rants.
I am sure the man doesn't even remember his log in 😂🤣😂🤣😂🤣😂
#AFCON #AFCON2021",Lagos,0,1
1485681498145673217,2022-01-24 18:30:46,Concert I had originally scheduled for March 2020 has been rescheduled for a 3rd time.  Date TBD. Maybe 2023.,"Richmond, VA",0,3
1485684120680288268,2022-01-24 18:41:11,2020 has been the longest year,"Aarhus, Denmark",0,10
1485695416859561987,2022-01-24 19:26:04,Breaking news: #SueGray has confirmed that no evidence of parties being held on the either 30th feb or 31st june 2020 has been found.,"Slough,UK,the Universe ",0,0
1485740219680837637,2022-01-24 22:24:06,"Serious question _ when is the last time anyone saw Donald Trump Jr when he wasn't high? Every single public appearance, tweet, or interview with him since Nov. 2020 has been an escalating shitshow of addiction. No one can do that much coke for long and survive; it will kill you.","Edinburgh, Scotland",0,2
1485751203858423812,2022-01-24 23:07:45,Figuring out how to test for @ServSafe after purchasing the exam and studying materials in 2020 has been quite exhausting. It is not convenient for business owners nor is it flexible for different computer users.,,0,0
1485899589303558145,2022-01-25 08:57:23,"Topped up to bring my average down, should see £1 again in next few weeks.  #ARB 2020 has been shite all round!! BUT this is bargain territory!!",England,1,4
1486034899010211840,2022-01-25 17:55:03,One thing about working throughout the pandemic....my number of meetings per day since 2020 has been crazy.  I was busy and in meetings before don't get me wrong.  But these days I feel like 90% of my life is spent on zoom.  Is it just me??  #workplace #leader #introvert,"Dallas, TX",0,0
1486077189439295492,2022-01-25 20:43:06,2020 has been a very Gonna pop half an addy,fflavortown,0,0
